timestamp,lat,lon,altitude_m,ground_speed_mps,air_speed_mps,heading_deg,pitch_deg,roll_deg,yaw_deg,battery_percent,battery_voltage,mode,armed,autonomous,source,target
2026-04-22T10:03:42.141978+00:00,39.92563797856381,32.86928516268757,111.39885694675066,28.524758861359317,39.99138809252557,92.00535228295789,0.41991425525203435,17.988976125422795,92.00535228295789,100,15.794429576991785,GUIDED,True,True,simulation,"{""center_x"": 0, ""center_y"": 0, ""width"": 0, ""height"": 0, ""locked"": false, ""qr_text"": """"}"
2026-04-22T10:03:42.308024+00:00,39.92574282854201,32.86927965300076,112.79086229288473,29.048071688288825,39.96556885120235,94.01070456591576,0.8393141680503933,17.95591800455903,94.01070456591576,100,15.788859153983568,GUIDED,True,True,simulation,"{""center_x"": 0, ""center_y"": 0, ""width"": 0, ""height"": 0, ""locked"": false, ""qr_text"": """"}"
2026-04-22T10:03:42.624219+00:00,39.92584742150649,32.86927047768825,114.169197996922,29.56849643107574,39.92259168778975,96.01605684887365,1.2576860259465898,17.900866129472952,96.01605684887365,100,15.783288730975352,GUIDED,True,True,simulation,"{""center_x"": 0, ""center_y"": 0, ""width"": 0, ""height"": 0, ""locked"": false, ""qr_text"": """"}"
2026-04-22T10:03:42.711987+00:00,39.925951629343935,32.86925764798864,115.52711297128228,30.084598998460997,39.862538850144404,98.02140913183152,1.6745173757308378,17.823887931827468,98.02140913183152,100,15.777718307967135,GUIDED,True,True,simulation,"{""center_x"": 0, ""center_y"": 0, ""width"": 0, ""height"": 0, ""locked"": false, ""qr_text"": """"}"
2026-04-22T10:03:42.929056+00:00,39.92605532441278,32.869241179616715,116.85795614910903,30.594957209445454,39.78552526481772,100.0267614147894,2.0892976511231516,17.725077700288804,100.0267614147894,100,15.772147884958919,GUIDED,True,True,simulation,"{""center_x"": 0, ""center_y"": 0, ""width"": 0, ""height"": 0, ""locked"": false, ""qr_text"": """"}"
2026-04-22T10:03:43.122201+00:00,39.92615837969954,32.86922109274417,118.1552090611914,31.09816471227603,39.69169831711439,102.03211369774729,2.501518798153195,17.60455646503467,102.03211369774729,100,15.766577461950703,GUIDED,True,True,simulation,"{""center_x"": 0, ""center_y"": 0, ""width"": 0, ""height"": 0, ""locked"": false, ""qr_text"": """"}"
2026-04-22T10:03:43.332020+00:00,39.926260668974365,32.869197411974916,119.41251776342317,31.592834859812456,39.581237569032695,104.03746598070516,2.9106758974628653,17.462471849507438,104.03746598070516,100,15.761007038942486,GUIDED,True,True,simulation,"{""center_x"": 0, ""center_y"": 0, ""width"": 0, ""height"": 0, ""locked"": false, ""qr_text"": """"}"
2026-04-22T10:03:43.532725+00:00,39.92636206694569,32.86917016631493,120.62372395841767,32.0776045305957,39.45435441562641,106.04281826366305,3.316267782769365,17.298997889593878,106.04281826366305,100,15.75543661593427,GUIDED,True,True,simulation,"{""center_x"": 0, ""center_y"": 0, ""width"": 0, ""height"": 0, ""locked"": false, ""qr_text"": """"}"
2026-04-22T10:03:43.744472+00:00,39.926462449413684,32.86913938913674,121.78289515884539,32.5511378850886,39.31129168044603,108.04817054662094,3.717797654731235,17.114334820452957,108.04817054662094,100,15.749866192926053,GUIDED,True,True,simulation,"{""center_x"": 0, ""center_y"": 0, ""width"": 0, ""height"": 0, ""locked"": false, ""qr_text"": """"}"
2026-04-22T10:03:43.940863+00:00,39.926561693422364,32.86910511813854,122.88435374475382,33.01213004673798,39.152323150833425,110.05352282957881,4.114773689465418,16.90870883125282,110.05352282957881,99,15.744295769917837,GUIDED,True,True,simulation,"{""center_x"": 0, ""center_y"": 0, ""width"": 0, ""height"": 0, ""locked"": false, ""qr_text"": """"}"
2026-04-22T10:03:44.141626+00:00,39.92665967741024,32.86906739529802,123.92270477254714,33.45931069771463,38.97775305395935,112.0588751125367,4.5067096409700165,16.682371788117322,112.0588751125367,99,15.738725346909622,GUIDED,True,True,simulation,"{""center_x"": 0, ""center_y"": 0, ""width"": 0, ""height"": 0, ""locked"": false, ""qr_text"": """"}"
2026-04-22T10:03:44.351854+00:00,39.92675628135918,32.86902626682094,124.8928623994172,33.891447579422696,38.78791547460647,114.06422739549458,4.893125436714843,16.43560092562155,114.06422739549458,99,15.733154923901404,GUIDED,True,True,simulation,"{""center_x"": 0, ""center_y"": 0, ""width"": 0, ""height"": 0, ""locked"": false, ""qr_text"": """"}"
2026-04-22T10:03:44.546493+00:00,39.92685138694142,32.868981783084536,125.79007479379902,34.307349888132414,38.58317371581226,116.06957967845247,5.273547765670241,16.1686985072141,116.06957967845247,99,15.727584500893188,GUIDED,True,True,simulation,"{""center_x"": 0, ""center_y"": 0, ""width"": 0, ""height"": 0, ""locked"": false, ""qr_text"": """"}"
2026-04-22T10:03:44.752582+00:00,39.92694487766452,32.86893399857583,126.6099474098394,34.70587155637904,38.363919603595136,118.07493196141036,5.647510658053899,15.881991454982185,118.07493196141036,99,15.722014077884971,GUIDED,True,True,simulation,"{""center_x"": 0, ""center_y"": 0, ""width"": 0, ""height"": 0, ""locked"": false, ""qr_text"": """"}"
2026-04-22T10:03:44.961439+00:00,39.92703663901402,32.86888297182487,127.34846451188034,35.085914411085874,38.1305727370946,120.08028424436823,6.014556056085576,15.575830949212941,120.08028424436823,99,15.716443654876755,GUIDED,True,True,simulation,"{""center_x"": 0, ""center_y"": 0, ""width"": 0, ""height"": 0, ""locked"": false, ""qr_text"": """"}"
2026-04-22T10:03:45.151660+00:00,39.92712655859376,32.86882876533304,128.0020088435301,35.4464311997086,37.88357968556039,122.08563652732612,6.374234375050603,15.250591998241488,122.08563652732612,99,15.71087323186854,GUIDED,True,True,simulation,"{""center_x"": 0, ""center_y"": 0, ""width"": 0, ""height"": 0, ""locked"": false, ""qr_text"": """"}"
2026-04-22T10:03:45.366064+00:00,39.9272145262635,32.86877144549652,128.56737934498335,35.78642847606219,37.62341313372731,124.09098881028399,6.726105053984934,14.906672979112617,124.09098881028399,99,15.705302808860322,GUIDED,True,True,simulation,"{""center_x"": 0, ""center_y"": 0, ""width"": 0, ""height"": 0, ""locked"": false, ""qr_text"": """"}"
2026-04-22T10:03:45.565892+00:00,39.92730043427383,32.86871108252494,129.04180683181033,36.1049693378781,37.350570977211426,126.09634109324188,7.069737095307237,14.54449514961873,126.09634109324188,99,15.699732385852107,GUIDED,True,True,simulation,"{""center_x"": 0, ""center_y"": 0, ""width"": 0, ""height"": 0, ""locked"": false, ""qr_text"": """"}"
2026-04-22T10:03:45.762237+00:00,39.92738417739819,32.868647750355386,129.4229675584209,36.40117600854805,37.06557536965875,128.10169337619976,7.404709592737042,14.164502132311712,128.10169337619976,99,15.694161962843891,GUIDED,True,True,simulation,"{""center_x"": 0, ""center_y"": 0, ""width"": 0, ""height"": 0, ""locked"": false, ""qr_text"": """"}"
2026-04-22T10:03:45.970665+00:00,39.92746565306172,32.868581526561854,129.7089945997692,36.67423225594017,36.768971723469924,130.10704565915765,7.730612246852296,13.767159371120787,130.10704565915765,98,15.688591539835674,GUIDED,True,True,simulation,"{""center_x"": 0, ""center_y"": 0, ""width"": 0, ""height"": 0, ""locked"": false, ""qr_text"": """"}"
2026-04-22T10:03:46.178966+00:00,39.92754476146691,32.86851249226021,129.89848699555162,36.923385641622104,36.46132766601328,132.11239794211554,8.047045867654848,13.3529535612419,132.11239794211554,98,15.683021116827458,GUIDED,True,True,simulation,"{""center_x"": 0, ""center_y"": 0, ""width"": 0, ""height"": 0, ""locked"": false, ""qr_text"": """"}"
2026-04-22T10:03:46.370432+00:00,39.92762140571588,32.868440732008835,129.9905166121096,37.147949594293145,36.14323195332392,134.11775022507342,8.353622863528285,12.922392052996976,134.11775022507342,98,15.67745069381924,GUIDED,True,True,simulation,"{""center_x"": 0, ""center_y"": 0, ""width"": 0, ""height"": 0, ""locked"": false, ""qr_text"": """"}"
2026-04-22T10:03:46.585776+00:00,39.927695491929,32.86836633370507,129.9846326884278,37.34730530171177,35.81529334336754,136.1231025080313,8.649967715989186,12.47600223039319,136.1231025080313,98,15.671880270811025,GUIDED,True,True,simulation,"{""center_x"": 0, ""center_y"": 0, ""width"": 0, ""height"": 0, ""locked"": false, ""qr_text"": """"}"
2026-04-22T10:03:46.787788+00:00,39.92776692935991,32.86828938847752,129.8808640439615,37.52090341590516,35.47813943102554,138.12845479098917,8.935717439650315,12.01433086514354,138.12845479098917,98,15.66630984780281,GUIDED,True,True,simulation,"{""center_x"": 0, ""center_y"": 0, ""width"": 0, ""height"": 0, ""locked"": false, ""qr_text"": """"}"
2026-04-22T10:03:46.982686+00:00,39.927835630506706,32.86820999057449,129.67971893747873,37.66826556696181,35.13241544703073,140.13380707394708,9.21052202683233,11.537943446939845,140.13380707394708,98,15.660739424794592,GUIDED,True,True,simulation,"{""center_x"": 0, ""center_y"": 0, ""width"": 0, ""height"": 0, ""locked"": false, ""qr_text"": """"}"
2026-04-22T10:03:47.184833+00:00,39.92790151121907,32.86812823724846,129.38218257760911,37.788985681235744,34.77878302315243,142.13915935690494,9.47404487627941,11.0474234907986,142.13915935690494,98,15.655169001786376,GUIDED,True,True,simulation,"{""center_x"": 0, ""center_y"": 0, ""width"": 0, ""height"": 0, ""locked"": false, ""qr_text"": """"}"
2026-04-22T10:03:47.395075+00:00,39.927964490801365,32.86804422863705,128.9897122972926,37.882731100330034,34.417918925993824,144.14451163986283,9.72596320545372,10.543371822328039,144.14451163986283,98,15.649598578778159,GUIDED,True,True,simulation,"{""center_x"": 0, ""center_y"": 0, ""width"": 0, ""height"": 0, ""locked"": false, ""qr_text"": """"}"
2026-04-22T10:03:47.591748+00:00,39.928024492111476,32.867958067640295,128.50423041576335,37.94924349777581,34.05051376182505,146.1498639228207,9.96596844590365,10.026405841791902,146.1498639228207,98,15.644028155769943,GUIDED,True,True,simulation,"{""center_x"": 0, ""center_y"": 0, ""width"": 0, ""height"": 0, ""locked"": false, ""qr_text"": """"}"
2026-04-22T10:03:47.799511+00:00,39.92808144165531,32.867869859794645,127.9281148230312,37.988339590881175,33.677270654930425,148.1552162057786,10.193766621221576,9.497158767871312,148.1552162057786,97,15.638457732761728,GUIDED,True,True,simulation,"{""center_x"": 0, ""center_y"": 0, ""width"": 0, ""height"": 0, ""locked"": false, ""qr_text"": """"}"
2026-04-22T10:03:47.994490+00:00,39.92813526967679,32.867779713143676,127.26418733297746,37.99991164578803,33.298903901999296,150.16056848873646,10.409078707128206,8.956278862051079,150.16056848873646,97,15.63288730975351,GUIDED,True,True,simulation,"{""center_x"": 0, ""center_y"": 0, ""width"": 0, ""height"": 0, ""locked"": false, ""qr_text"": """"}"
2026-04-22T10:03:48.198240+00:00,39.928185910243315,32.867687738105765,126.51569986211214,37.98392777434536,32.91613760513559,152.16592077169435,10.611640973242432,8.404428634580428,152.16592077169435,97,15.627316886745295,GUIDED,True,True,simulation,"{""center_x"": 0, ""center_y"": 0, ""width"": 0, ""height"": 0, ""locked"": false, ""qr_text"": """"}"
2026-04-22T10:03:48.403562+00:00,39.92823330132653,32.86759404733883,125.68631850168839,37.940432021980754,32.52970428610217,154.1712730546522,10.80120530611806,7.842284032980814,154.1712730546522,97,15.621746463737077,GUIDED,True,True,simulation,"{""center_x"": 0, ""center_y"": 0, ""width"": 0, ""height"": 0, ""locked"": false, ""qr_text"": """"}"
2026-04-22T10:03:48.602804+00:00,39.92827738487829,32.86749875560235,124.78010556118942,37.869544246328076,32.14034348445204,156.1766253376101,10.97753951315177,7.27053361409471,156.1766253376101,97,15.616176040728861,GUIDED,True,True,simulation,"{""center_x"": 0, ""center_y"": 0, ""width"": 0, ""height"": 0, ""locked"": false, ""qr_text"": """"}"
2026-04-22T10:03:48.817261+00:00,39.92831810690175,32.86740197961678,123.80149967113871,37.77145978694571,31.74880034222921,158.18197762056798,11.14042760699,6.68987770068959,158.18197762056798,97,15.610605617720646,GUIDED,True,True,simulation,"{""center_x"": 0, ""center_y"": 0, ""width"": 0, ""height"": 0, ""locked"": false, ""qr_text"": """"}"
2026-04-22T10:03:49.013434+00:00,39.92835541751752,32.86730383792061,122.75529404269007,37.64644892703563,31.355824177947692,160.18732990352584,11.289670070086466,6.10102752365011,160.18732990352584,97,15.605035194712428,GUIDED,True,True,simulation,"{""center_x"": 0, ""center_y"": 0, ""width"": 0, ""height"": 0, ""locked"": false, ""qr_text"": """"}"
2026-04-22T10:03:49.215479+00:00,39.92838927102477,32.86720445072513,121.64661299048164,37.494856148646306,31.037832947422196,162.19268218648375,11.425084099086188,5.504704350809208,162.19268218648375,97,15.599464771704213,GUIDED,True,True,simulation,"{""center_x"": 0, ""center_y"": 0, ""width"": 0, ""height"": 0, ""locked"": false, ""qr_text"": """"}"
2026-04-22T10:03:49.419559+00:00,39.92841962595718,32.86710393976725,120.48088683374553,37.31709918341223,31.431417669715927,164.1980344694416,11.546503828736762,4.901638603485203,164.1980344694416,97,15.593894348695997,GUIDED,True,True,simulation,"{""center_x"": 0, ""center_y"": 0, ""width"": 0, ""height"": 0, ""locked"": false, ""qr_text"": """"}"
2026-04-22T10:03:49.643809+00:00,39.928446445133766,32.8670024281603,119.26382529860692,37.11366786144547,31.8241767633309,166.20338675239947,11.653780535052535,4.292568961807021,166.20338675239947,97,15.58832392568778,GUIDED,True,True,simulation,"{""center_x"": 0, ""center_y"": 0, ""width"": 0, ""height"": 0, ""locked"": false, ""qr_text"": """"}"
